8.510716714630535691e-25 1.680083073803064108e+09 3.074172583382039710e-06
9.143072839917485755e-25 1.707738502217811823e+09 3.157380962556865098e-06
9.833016647471940648e-25 1.736102762396021366e+09 3.248496599036983526e-06
1.058750880158076657e-24 1.765201954732083797e+09 3.348381296083671939e-06
1.141454825894532165e-24 1.795057371653002024e+09 3.458005408299993975e-06
1.232331945188773717e-24 1.825689618733295202e+09 3.578466248162657943e-06
1.332446562859118917e-24 1.857116554137546301e+09 3.711008380403314773e-06
1.443026206871002610e-24 1.889352601767920256e+09 3.857041556578065317e-06
1.565494649464921363e-24 1.922407377559191227e+09 4.018172336545282057e-06
1.701510955762184544e-24 1.956288436888683558e+09 4.196230046395174424e-06
1.853007531124366922e-24 1.990998527166333437e+09 4.393308311137067836e-06
2.022245189699879268e-24 2.026535587834688187e+09 4.611804227574925966e-06
2.211877234187254515e-24 2.062892750368908405e+09 4.854477359601791066e-06
2.425027553046654867e-24 2.100057651424282789e+09 5.124496462472989867e-06
2.665385738898493577e-24 2.138015180246163368e+09 5.425547090223201983e-06
2.937326236833298140e-24 2.176744044407548428e+09 5.761886343299709859e-06
3.246054526371701280e-24 2.216218143514044285e+09 6.138483985306710209e-06
3.597791350783888583e-24 2.256409316613810062e+09 6.561145153217764076e-06
3.999999999999999695e-24 2.297283221082646847e+09 7.036680263823817452e-06
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
1.001246301333584848e-24 0.000000000000000000e+00 0.000000000000000000e+00
