  1000  1.0000E+00
   i   x             den           ener          pres          vel           cs
   817  9.798000E-01  9.379867E-01  1.152959E-01  7.209732E-02  2.583491E-01  3.579197E-01
   818  9.810000E-01  9.459397E-01  1.147033E-01  7.233493E-02  2.588437E-01  3.569987E-01
   819  9.822000E-01  9.539746E-01  1.141148E-01  7.257508E-02  2.593398E-01  3.560818E-01
   820  9.834000E-01  9.620926E-01  1.135303E-01  7.281779E-02  2.598374E-01  3.551687E-01
   821  9.846000E-01  9.702947E-01  1.129499E-01  7.306310E-02  2.603365E-01  3.542596E-01
   822  9.858000E-01  9.785821E-01  1.123734E-01  7.331104E-02  2.608370E-01  3.533543E-01
   823  9.870000E-01  9.869559E-01  1.118008E-01  7.356163E-02  2.613390E-01  3.524530E-01
   824  9.882000E-01  9.954174E-01  1.112321E-01  7.381492E-02  2.618426E-01  3.515554E-01
   825  9.894000E-01  1.003968E+00  1.106673E-01  7.407093E-02  2.623476E-01  3.506618E-01
   826  9.906000E-01  1.012608E+00  1.101063E-01  7.432969E-02  2.628541E-01  3.497719E-01
   827  9.918000E-01  1.021339E+00  1.095492E-01  7.459125E-02  2.633621E-01  3.488858E-01
   828  9.930000E-01  1.030163E+00  1.089958E-01  7.485564E-02  2.638717E-01  3.480035E-01
   829  9.942000E-01  1.039081E+00  1.084462E-01  7.512288E-02  2.643828E-01  3.471250E-01
   830  9.954000E-01  1.048093E+00  1.079003E-01  7.539302E-02  2.648954E-01  3.462501E-01
   831  9.966000E-01  1.057202E+00  1.073580E-01  7.566610E-02  2.654095E-01  3.453790E-01
   832  9.978000E-01  1.066409E+00  1.068194E-01  7.594214E-02  2.659251E-01  3.445116E-01
   833  9.990000E-01  1.075715E+00  1.062845E-01  7.622118E-02  2.664424E-01  3.436479E-01
   834  1.000200E+00  1.085121E+00  1.057531E-01  7.650327E-02  2.669611E-01  3.427878E-01
   835  1.001400E+00  1.094628E+00  1.052254E-01  7.678843E-02  2.674814E-01  3.419314E-01
   836  1.002600E+00  1.104239E+00  1.047011E-01  7.707671E-02  2.680033E-01  3.410785E-01
   837  1.003800E+00  1.113955E+00  1.041804E-01  7.736815E-02  2.685267E-01  3.402293E-01
   838  1.005000E+00  1.123776E+00  1.036631E-01  7.766279E-02  2.690517E-01  3.393837E-01
   839  1.006200E+00  1.133706E+00  1.031494E-01  7.796066E-02  2.695782E-01  3.385416E-01
   840  1.007400E+00  1.143744E+00  1.026390E-01  7.826181E-02  2.701064E-01  3.377030E-01
   841  1.008600E+00  1.153893E+00  1.021320E-01  7.856628E-02  2.706361E-01  3.368680E-01
   842  1.009800E+00  1.164154E+00  1.016285E-01  7.887410E-02  2.711674E-01  3.360364E-01
   843  1.011000E+00  1.174529E+00  1.011282E-01  7.918533E-02  2.717002E-01  3.352084E-01
   844  1.012200E+00  1.185019E+00  1.006313E-01  7.950001E-02  2.722347E-01  3.343838E-01
   845  1.013400E+00  1.195627E+00  1.001377E-01  7.981817E-02  2.727708E-01  3.335627E-01
   846  1.014600E+00  1.206353E+00  9.964731E-02  8.013987E-02  2.733085E-01  3.327450E-01
   847  1.015800E+00  1.217199E+00  9.916020E-02  8.046514E-02  2.738477E-01  3.319307E-01
   848  1.017000E+00  1.228168E+00  9.867629E-02  8.079405E-02  2.743886E-01  3.311198E-01
   849  1.018200E+00  1.239261E+00  9.819558E-02  8.112662E-02  2.749311E-01  3.303123E-01
   850  1.019400E+00  1.250479E+00  9.771803E-02  8.146290E-02  2.754752E-01  3.295081E-01
   851  1.020600E+00  1.261825E+00  9.724362E-02  8.180296E-02  2.760209E-01  3.287073E-01
   852  1.021800E+00  1.273300E+00  9.677232E-02  8.214683E-02  2.765683E-01  3.279097E-01
   853  1.023000E+00  1.284907E+00  9.630411E-02  8.249456E-02  2.771173E-01  3.271155E-01
   854  1.024200E+00  1.296647E+00  9.583897E-02  8.284620E-02  2.776679E-01  3.263246E-01
   855  1.025400E+00  1.308522E+00  9.537686E-02  8.320181E-02  2.782201E-01  3.255369E-01
   856  1.026600E+00  1.320534E+00  9.491777E-02  8.356143E-02  2.787740E-01  3.247525E-01
   857  1.027800E+00  1.332685E+00  9.446167E-02  8.392512E-02  2.793295E-01  3.239713E-01
   858  1.029000E+00  1.344978E+00  9.400853E-02  8.429292E-02  2.798867E-01  3.231933E-01
   859  1.030200E+00  1.357414E+00  9.355834E-02  8.466490E-02  2.804455E-01  3.224185E-01
   860  1.031400E+00  1.369995E+00  9.311106E-02  8.504111E-02  2.810060E-01  3.216469E-01
   861  1.032600E+00  1.382724E+00  9.266668E-02  8.542161E-02  2.815681E-01  3.208784E-01
   862  1.033800E+00  1.395602E+00  9.222518E-02  8.580644E-02  2.821318E-01  3.201131E-01
   863  1.035000E+00  1.408633E+00  9.178652E-02  8.619567E-02  2.826973E-01  3.193509E-01
   864  1.036200E+00  1.421818E+00  9.135069E-02  8.658936E-02  2.832643E-01  3.185918E-01
   865  1.037400E+00  1.435159E+00  9.091766E-02  8.698755E-02  2.838331E-01  3.178358E-01
   866  1.038600E+00  1.448660E+00  9.048742E-02  8.739033E-02  2.844035E-01  3.170829E-01
   867  1.039800E+00  1.462322E+00  9.005993E-02  8.779773E-02  2.849755E-01  3.163330E-01
   868  1.041000E+00  1.476148E+00  8.963518E-02  8.820983E-02  2.855493E-01  3.155862E-01
   869  1.042200E+00  1.490140E+00  8.921315E-02  8.862669E-02  2.861247E-01  3.148424E-01
   870  1.043400E+00  1.504301E+00  8.879380E-02  8.904837E-02  2.867018E-01  3.141015E-01
   871  1.044600E+00  1.518633E+00  8.837713E-02  8.947494E-02  2.872805E-01  3.133637E-01
   872  1.045800E+00  1.533139E+00  8.796311E-02  8.990646E-02  2.878609E-01  3.126288E-01
   873  1.047000E+00  1.547822E+00  8.755171E-02  9.034300E-02  2.884430E-01  3.118969E-01
   874  1.048200E+00  1.562685E+00  8.714293E-02  9.078462E-02  2.890268E-01  3.111679E-01
   875  1.049400E+00  1.577730E+00  8.673673E-02  9.123140E-02  2.896122E-01  3.104418E-01
   876  1.050600E+00  1.592959E+00  8.633309E-02  9.168340E-02  2.901994E-01  3.097187E-01
   877  1.051800E+00  1.608377E+00  8.593200E-02  9.214069E-02  2.907882E-01  3.089984E-01
   878  1.053000E+00  1.623986E+00  8.553343E-02  9.260336E-02  2.913787E-01  3.082809E-01
   879  1.054200E+00  1.639788E+00  8.513736E-02  9.307146E-02  2.919709E-01  3.075663E-01
   880  1.055400E+00  1.655787E+00  8.474378E-02  9.354507E-02  2.925647E-01  3.068546E-01
   881  1.056600E+00  1.671986E+00  8.435265E-02  9.402428E-02  2.931602E-01  3.061457E-01
   882  1.057800E+00  1.688388E+00  8.396398E-02  9.450915E-02  2.937575E-01  3.054395E-01
   883  1.059000E+00  1.704996E+00  8.357772E-02  9.499976E-02  2.943564E-01  3.047362E-01
   884  1.060200E+00  1.721813E+00  8.319387E-02  9.549620E-02  2.949570E-01  3.040356E-01
   885  1.061400E+00  1.738844E+00  8.281240E-02  9.599853E-02  2.955592E-01  3.033377E-01
   886  1.062600E+00  1.756090E+00  8.243329E-02  9.650685E-02  2.961632E-01  3.026426E-01
   887  1.063800E+00  1.773556E+00  8.205653E-02  9.702124E-02  2.967688E-01  3.019502E-01
   888  1.065000E+00  1.791245E+00  8.168209E-02  9.754178E-02  2.973761E-01  3.012605E-01
   889  1.066200E+00  1.809161E+00  8.130997E-02  9.806856E-02  2.979851E-01  3.005734E-01
   890  1.067400E+00  1.827307E+00  8.094012E-02  9.860166E-02  2.985958E-01  2.998891E-01
   891  1.068600E+00  1.845688E+00  8.057255E-02  9.914117E-02  2.992082E-01  2.992074E-01
   892  1.069800E+00  1.864305E+00  8.020723E-02  9.968718E-02  2.998222E-01  2.985283E-01
   893  1.071000E+00  1.883165E+00  7.984414E-02  1.002398E-01  3.004379E-01  2.978518E-01
   894  1.072200E+00  1.902270E+00  7.948326E-02  1.007991E-01  3.010553E-01  2.971779E-01
   895  1.073400E+00  1.921624E+00  7.912458E-02  1.013651E-01  3.016744E-01  2.965066E-01
   896  1.074600E+00  1.941232E+00  7.876807E-02  1.019381E-01  3.022951E-01  2.958379E-01
   897  1.075800E+00  1.961098E+00  7.841373E-02  1.025180E-01  3.029176E-01  2.951717E-01
   898  1.077000E+00  1.981226E+00  7.806152E-02  1.031050E-01  3.035417E-01  2.945081E-01
   899  1.078200E+00  2.001620E+00  7.771144E-02  1.036992E-01  3.041674E-01  2.938470E-01
   900  1.079400E+00  2.022284E+00  7.736347E-02  1.043006E-01  3.047948E-01  2.931883E-01
   901  1.080600E+00  2.043223E+00  7.701758E-02  1.049094E-01  3.054239E-01  2.925322E-01
   902  1.081800E+00  2.064442E+00  7.667376E-02  1.055257E-01  3.060547E-01  2.918785E-01
   903  1.083000E+00  2.085945E+00  7.633200E-02  1.061496E-01  3.066871E-01  2.912273E-01
   904  1.084200E+00  2.107737E+00  7.599228E-02  1.067812E-01  3.073212E-01  2.905785E-01
   905  1.085400E+00  2.129823E+00  7.565457E-02  1.074206E-01  3.079569E-01  2.899321E-01
   906  1.086600E+00  2.152208E+00  7.531887E-02  1.080679E-01  3.085943E-01  2.892881E-01
   907  1.087800E+00  2.174896E+00  7.498515E-02  1.087233E-01  3.092333E-01  2.886466E-01
   908  1.089000E+00  2.197893E+00  7.465341E-02  1.093868E-01  3.098740E-01  2.880073E-01
   909  1.090200E+00  2.221204E+00  7.432361E-02  1.100586E-01  3.105163E-01  2.873705E-01
   910  1.091400E+00  2.244834E+00  7.399576E-02  1.107388E-01  3.111603E-01  2.867359E-01
   911  1.092600E+00  2.268788E+00  7.366982E-02  1.114275E-01  3.118059E-01  2.861037E-01
   912  1.093800E+00  2.293073E+00  7.334579E-02  1.121248E-01  3.124531E-01  2.854738E-01
   913  1.095000E+00  2.317694E+00  7.302364E-02  1.128310E-01  3.131020E-01  2.848462E-01
   914  1.096200E+00  2.342656E+00  7.270337E-02  1.135460E-01  3.137525E-01  2.842209E-01
   915  1.097400E+00  2.367965E+00  7.238496E-02  1.142700E-01  3.144046E-01  2.835978E-01
   916  1.098600E+00  2.393628E+00  7.206838E-02  1.150032E-01  3.150583E-01  2.829770E-01
   917  1.099800E+00  2.419650E+00  7.175363E-02  1.157458E-01  3.157136E-01  2.823584E-01
   918  1.101000E+00  2.446037E+00  7.144069E-02  1.164977E-01  3.163706E-01  2.817420E-01
   919  1.102200E+00  2.472797E+00  7.112954E-02  1.172593E-01  3.170291E-01  2.811278E-01
   920  1.103400E+00  2.499934E+00  7.082017E-02  1.180305E-01  3.176893E-01  2.805157E-01
   921  1.104600E+00  2.527457E+00  7.051257E-02  1.188117E-01  3.183510E-01  2.799059E-01
   922  1.105800E+00  2.555371E+00  7.020671E-02  1.196028E-01  3.190144E-01  2.792981E-01
   923  1.107000E+00  2.583684E+00  6.990259E-02  1.204041E-01  3.196793E-01  2.786925E-01
   924  1.108200E+00  2.612402E+00  6.960018E-02  1.212158E-01  3.203458E-01  2.780891E-01
   925  1.109400E+00  2.641532E+00  6.929948E-02  1.220379E-01  3.210139E-01  2.774877E-01
   926  1.110600E+00  2.671083E+00  6.900047E-02  1.228706E-01  3.216835E-01  2.768884E-01
   927  1.111800E+00  2.701060E+00  6.870313E-02  1.237142E-01  3.223548E-01  2.762912E-01
   928  1.113000E+00  2.731472E+00  6.840745E-02  1.245687E-01  3.230275E-01  2.756960E-01
   929  1.114200E+00  2.762327E+00  6.811342E-02  1.254344E-01  3.237019E-01  2.751028E-01
   930  1.115400E+00  2.793632E+00  6.782101E-02  1.263113E-01  3.243777E-01  2.745117E-01
   931  1.116600E+00  2.825396E+00  6.753023E-02  1.271997E-01  3.250552E-01  2.739226E-01
   932  1.117800E+00  2.857626E+00  6.724104E-02  1.280998E-01  3.257341E-01  2.733354E-01
   933  1.119000E+00  2.890331E+00  6.695345E-02  1.290117E-01  3.264146E-01  2.727503E-01
   934  1.120200E+00  2.923519E+00  6.666743E-02  1.299357E-01  3.270966E-01  2.721671E-01
   935  1.121400E+00  2.957200E+00  6.638297E-02  1.308718E-01  3.277801E-01  2.715858E-01
   936  1.122600E+00  2.991382E+00  6.610006E-02  1.318204E-01  3.284651E-01  2.710065E-01
   937  1.123800E+00  3.026074E+00  6.581869E-02  1.327815E-01  3.291517E-01  2.704290E-01
   938  1.125000E+00  3.061286E+00  6.553883E-02  1.337554E-01  3.298397E-01  2.698535E-01
   939  1.126200E+00  3.097027E+00  6.526048E-02  1.347423E-01  3.305292E-01  2.692798E-01
   940  1.127400E+00  3.133306E+00  6.498362E-02  1.357424E-01  3.312202E-01  2.687081E-01
   941  1.128600E+00  3.170134E+00  6.470825E-02  1.367559E-01  3.319127E-01  2.681381E-01
   942  1.129800E+00  3.207521E+00  6.443434E-02  1.377830E-01  3.326067E-01  2.675700E-01
   943  1.131000E+00  3.245477E+00  6.416188E-02  1.388239E-01  3.333021E-01  2.670037E-01
   944  1.132200E+00  3.284012E+00  6.389087E-02  1.398789E-01  3.339989E-01  2.664392E-01
   945  1.133400E+00  3.323137E+00  6.362128E-02  1.409481E-01  3.346972E-01  2.658765E-01
   946  1.134600E+00  3.362864E+00  6.335311E-02  1.420319E-01  3.353970E-01  2.653155E-01
   947  1.135800E+00  3.403203E+00  6.308634E-02  1.431304E-01  3.360982E-01  2.647564E-01
   948  1.137000E+00  3.444166E+00  6.282096E-02  1.442439E-01  3.368008E-01  2.641989E-01
   949  1.138200E+00  3.485764E+00  6.255696E-02  1.453725E-01  3.375048E-01  2.636432E-01
   950  1.139400E+00  3.528011E+00  6.229432E-02  1.465167E-01  3.382102E-01  2.630892E-01
   951  1.140600E+00  3.570917E+00  6.203304E-02  1.476765E-01  3.389171E-01  2.625368E-01
   952  1.141800E+00  3.614495E+00  6.177310E-02  1.488524E-01  3.396253E-01  2.619862E-01
   953  1.143000E+00  3.658758E+00  6.151448E-02  1.500444E-01  3.403349E-01  2.614372E-01
   954  1.144200E+00  3.703720E+00  6.125718E-02  1.512529E-01  3.410459E-01  2.608899E-01
   955  1.145400E+00  3.749393E+00  6.100119E-02  1.524783E-01  3.417582E-01  2.603442E-01
   956  1.146600E+00  3.795791E+00  6.074648E-02  1.537206E-01  3.424719E-01  2.598001E-01
   957  1.147800E+00  3.842928E+00  6.049306E-02  1.549803E-01  3.431869E-01  2.592576E-01
   958  1.149000E+00  3.890818E+00  6.024090E-02  1.562576E-01  3.439033E-01  2.587167E-01
   959  1.150200E+00  3.939476E+00  5.999001E-02  1.575528E-01  3.446211E-01  2.581774E-01
   960  1.151400E+00  3.988917E+00  5.974035E-02  1.588662E-01  3.453401E-01  2.576396E-01
   961  1.152600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   962  1.153800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   963  1.155000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   964  1.156200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   965  1.157400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   966  1.158600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   967  1.159800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   968  1.161000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   969  1.162200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   970  1.163400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   971  1.164600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   972  1.165800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   973  1.167000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   974  1.168200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   975  1.169400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   976  1.170600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   977  1.171800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   978  1.173000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   979  1.174200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   980  1.175400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   981  1.176600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   982  1.177800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   983  1.179000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   984  1.180200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   985  1.181400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   986  1.182600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   987  1.183800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   988  1.185000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   989  1.186200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   990  1.187400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   991  1.188600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   992  1.189800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   993  1.191000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   994  1.192200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   995  1.193400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   996  1.194600E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   997  1.195800E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   998  1.197000E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   999  1.198200E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  1000  1.199400E+00  1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
